review,date,stars,name,source
"Horrible service, scamming company and drivers! The driver pretended to not to hear me over the phone, went to a completely different street and neighbourhood then completed with a charge. Uber eats, scammers as they are, won't refund the grocery shopping! I will never order with them again and I will tell anyone I can to stir clear of this fraudulent company!
Tip for consumers:
Uber eats is a scam company that should be avoided at all costs!
Products used:
None were serviced to me
Service
Value
Shipping
Quality
Show less","November 29th, 2023",1,Karine S.,sitejabber
"The absolute worst delivery service ever! I contacted the actual provider and they advised me that since Uber collected the money I had to go through them for the refund. Of course, Uber declined the refund. I'm irritated by both companies. The food delivered was undercooked and tossed in the garbage. Uber just says... no they can't offer a refund. Really? I will never use them again and I recommend you stay away too unless you want to flush your money down the toilet! Try Grubhub or Door Dash... way better service! Grubhub will be my go-to from now on.
Show less","November 4th, 2020",1,TrinaMarie S.,sitejabber
"I highly won't recommend and reconsider using this add there's frauds without reimbursement or refunded your money after cancelation from your orders on Uber Eats DISGUSTING CUSTOMER SERVICE SUPPORT IS USELESS PEOPLE! I highly recommend SKIP THE DISHES instead of these s.o.b's. From the way you'll be treated and steal your money without help to get your order in place.
Tip for consumers:
Need to fire the people whom in charge of the uber eats supportive help line for customer service support since they lied and fraud artist refusing reimbursement
Products used:
Uber eats
Mcdonalds
A@w
Service
Value
Shipping
Returns
Quality
Show less","January 13th, 2024",1,Matthew J.,sitejabber
"On 8/20/23 I ordered $122.56 of food from Crosshaven Winn Dixie. The Uber eats driver stole my order because it had steaks and condoms things people want. He marked it delivered. Uber said they would refund it. They never did. When asked why they said I had a restriction for complaining about messed up orders. I will not use Uber eat or Uber rides after this poor customer service and corporate thieving.
Tip for consumers:
No refunds by Uber eats $122.56 stolen from my family
Products used:
No food delivery
Service
Value
Shipping
Returns
Quality
Show less","August 31st, 2023",1,Bigpoppy S.,sitejabber
"Instead of delivering our lunch the driver telephoned to shout at us and tell us he'd put it in the bin. All complaints are met with automated replies and 'bots. If you telephone, a 'bot answers and tells you you're not important enough to bother answering the phone to. If you tweet, a bot promises to look into it and asks for a DM which is answered similarly abysmally by another 'bot. I'm going to take them to the Small Claims Court and expect they will send K9 to defend their case. Just avoid these parasites altogether.
Tip for consumers:
Just don't use Uber Eats. Have a look at their twitter feed - it's screeds and screeds of stories just like this. They're simply thieves, liars and parasites.
Products used:
None. Nothing was ever delivered.
Show less","July 21st, 2021",1,Martin B.,sitejabber
"I wish I could give 0 stars. My food was ordered at 8:37; it was done around 8:50. The store is 10 minutes away. I got my food at 9:25 because the driver had several stops. My food was cold and soggy, but they can't refund me. Their service is horrible! The only reason I didn't add a picture is that I took the image on the Uber site and sent it to them, and by that time, I threw the food out.
Service
Value
Quality
Show less","October 25th, 2023",1,Joshlyn C.,sitejabber
"Uber Eats Sri Lanka has very poor horible customer service. They are robbing customer packages that were paid by customer but not delivered. They cancel the order by not giving a refund or allowing the customer to collect it later on wherever it has been kept. They are very irresponsible and no contact number even. Only system generated replies for the cases opened.
Products used:
Food
Show less","December 29th, 2023",1,Kaushani W.,sitejabber
"Prices are overpriced... I paid 9 something without tip for a drink! The drink is 4 bucks plus uber eats charges two additional fees... thats bull $#*!. Also, I ordered a protein cookie and it wasnt instock... the least ubereats could do is exhange for a different flavor. Nope, the driver is lazy.","September 16th, 2021",1,JOHN V.,sitejabber
"Had a few issues with cancellations of orders without any notice. Most recent one happened when I tried to check and see what was taking so long. Didn't get an answer, just cancelled my order. Tried to contact customer service and no help, no compensation for the lost time, nothing. They did tell me they wouldn't charge me for the cancelled order which was funny since if they did that would be robbery.

Anyway, don't use this service. There's better options out there.
Service
Value
Shipping
Returns
Quality
Show less","August 13th, 2023",1,Geoff R.,sitejabber
"I order alot from uber eats, they are horrible! I receive gift cards is the only reason i still use them. They will refund or credit you once or twice for legit messed up orders then refuse to fix something their own driver can verify. I paid $4.79 for a drink i did not get and almost $9 for an egg sandwich that had no egg today. This has happened before because i honestly have the worst luck. I have never tried to scam them but boy have they got me me lots of times. As soon as my giftcard is gone I will never use them again.
Show less","September 28th, 2023",1,Angela G.,sitejabber
"I order from a particular restaurant that only provides delivery through Uber eats. The restaurant is fine, it's Uber eats that sucks. Biggest gripe is customer service. Uber eats is another one of these companies that makes it virtually impossible to contact a real human being. I had a problem with their web interface randomly switching the language on their website. I tried to contact them to see if we could solve the problem. Not a chance. No contact email, no phone number, no nothing.
Customer service is a big thing for me. If your company is not willing to provide me with some sort of contact method, then you don't need and won't get my money. PERIOD!
Tip for consumers:
Use them at your own risk. If you have a problem, there is no one to contact.
Service
Shipping
Show less","March 23rd, 2021",2,James H.,sitejabber
"My order always comes 2 hours after I order, plus many times the food is cold or the containers are broken. Horrible service!","August 19th, 2023",1,Ranjna B.,sitejabber
"They have some type of limit for refunds. Which is unorthodox… the point of receiving a refund is because of something they did wrong. I received someone else order I sent picture proof and spoke to three different people and nobody helped me. They are just taking people money even when we had nothing to do with what the driver did wrong. Don't ever trust Uber eats. I won't even be using Uber period.
Products used:
Doordash
Service
Value
Shipping
Returns
Quality
Show less","August 6th, 2023",1,Keziah C.,sitejabber
"I ordered 80 dollars of food, they dropped off the wrong name and food. I paid 80 and got 30 dollars of the wrong meal, with someone else's name on it. Irritated me so much I'll Never use Uber eats again...!","August 22nd, 2023",1,Chance D.,sitejabber
"The driver delivered food to our neighbor at 6:55 pm. We have witnesses saying that he drove a white van and knocked down our newly purchased professional basketball hoop then went on to deliver the food. We also have a video from our neighbor's house proving this recklessness. We have no note of apology nor was the basketball hoop put aside. It was blocking our driveway and nearly hit my car! Very irresponsible and dishonest driver. Our children are distraught and this is extremely upsetting. Please don't go with UberEats.
Grubhub and Doordash are better as we use them all the time and have never encountered such a problem.
Show less","April 10th, 2020",1,Kristine H.,sitejabber
"The driver delivered food to our neighbor at 6:55 pm. We have witnesses saying that he drove a white van and knocked down our newly purchased professional basketball hoop then went on to deliver the food. We also have a video from our neighbor's house proving this recklessness. We have no note of apology nor was the basketball hoop put aside. It was blocking our driveway and nearly hit my car! Very irresponsible and dishonest driver. Our children are distraught and this is extremely upsetting. Please don't go with UberEats.
Grubhub and Doordash are better as we use them all the time and have never encountered such a problem.
Show less","April 10th, 2020",1,Kristine H.,sitejabber
"I have been using uber eats for almost a year. To this date I have never received an order in full and correct. Always missing items or completely wrong items. I will be indefinitely unistalling the app to not have to use this headache of a service again.
Definitely DO NOT recommend using such a trash service especially when they want you to pay in full but play hell getting your refund when it's the service provider fault. 1 star because I'm forced to pick atleast 1
Tip for consumers:
Don't waste your time or money
Products used:
Horrible service market
Service
Value
Shipping
Returns
Quality
Show less","August 6th, 2022",1,rex b.,sitejabber
"Don't use them
Ordered groceries £51.99 yesterday from Co-op Carlton parade Orpington, never arrived. They charged my pay pal. Showed in their app delivered, trying to call their customer service to my shock it is only for ongoing orders, and mine is not. Messaged them many times no reply. This is serious and frustrating. No reply for two days leaving customers with no feedback it is appalling. Not only waist of money but time and trust.
Show less","September 4th, 2022",1,Z K.,sitejabber
"Never used the application once. Tried placing an order and my payment was rejected due to their technical issues. After trying all their suggestions including speaking with the credit card company they blocked my account...nice block me because your technical support is incapable of resolving their own technical problems. Hope others realize their terrible customer service, stop using them and they go belly up!
Products used:
None
Service
Show less","June 20th, 2023",1,Doug M.,sitejabber
"My driver picked up my order (14 minutes from my house) and his estimated arrival time slowly climbed from 15 to 31, where it remained for 38 minutes. Upon contacting support they told me there was nothing they could do. Super excited to wait for at least another half hour for some cold Chinese food. Why isn't there a zero star option?!?","August 30th, 2023",1,Christopher B.,sitejabber
"My mom just ordered Uber eats, but ofc they can't do anything right and for the wrong order as always, I'm left with salad that does not taste good a bean burrito, how hard is it to get me four tacos with just meat and cheese, we didn't have groceries so now I'm going to bed with a hungry belly thanks uber eats I really appreciate it","November 6th, 2023",1,Sam T.,sitejabber
"Food took a long time, and arrived ice cold so pretty sure that is Uber eats issue. As well, the fries were missing from our order. Restaurant says they were in the bag. Bag looked like sticker may have been tampered with but was my first (and last) order with uber eats. Austin was our delivery guy. I gave him a good review before I realized he was very likely the problem. Uber refunded $5.00 for two missing orders of fries which are $3 on the menu!
Tip for consumers:
Don’t use this site. Use “skip the dishes” or “door dash” or walk even!
Products used:
Part of order was missing. Two orders of fries. They refunded $5. Regular fries are $3 each.
Service
Value
Shipping
Returns
Quality
Show less","July 24th, 2022",1,Duane Y.,sitejabber
"Happened several times that an UberEat driver picked up my order from the store but never delivered it to me. Not sure if the drivers were so hungry at that moment and decided to eat my food or something else happened but I never got any updates from them. UberEats need to make sure its drivers are reliable.
They do not have a good customer service either. If you call them, you are being directed to their app and their app is not that easy to work on your issues in.
Service
Value
Shipping
Returns
Quality
Show less","August 23rd, 2023",1,romina T.,sitejabber
"Placed order at 2:45 thru Uber Eats for order at Panera Bread. Received email at 3:54 indicating that order couldn't be delivered. This is suck $#*! service. This was my only meal of the day, and now I don't have time to order something else before attending an event. They sucked up my gift card so I will need to try again. Don't use them.
Tip for consumers:
Don't use them.
Service
Value
Show less","May 21st, 2021",1,Denise P.,sitejabber
"Everything that could have gone wrong, did.
- We never got our food. The delivery driver gave our food to someone else
- Customer service was robotic and unsympathetic, and took forever to process a refund (which still hasn't hit)
- Service promised a supervisor would call, which never happened
Try Door Dash or one of the other services. Not these guys.
Show less","November 11th, 2020",1,Steve C.,sitejabber
"Took money for a cancelled order and didn't refund it. When I chatted with the customer care, they simply asked us to sort it out with the bank!
Service
Value
Shipping
Returns
Quality
Show less","October 26th, 2023",1,Anima S.,sitejabber
"Crappy drivers with attitudes who can't speak English half the time, expensive hiked up prices for a crappy experience. Customer service is offshore and useless using scripted responses and never resolving issues. You can speak 10 different reps and none of them will know how to resolve the issue. They will hold your payment ransom for food you never received until you wear yourself out trying to explain yourself. This is literally the worst company - such a shame that they do nothing about the crap service provided to loyal customers. Do better!
Service
Value
Quality
Show less","February 18th, 2021",1,L R.,sitejabber
My son ordered 2 of the same orders by mistake. We canceled 1 within a minute of making the mistaken order which totaled over $39. They charged me over $27 to cancel. I would have rather got the double order. Now I'm out $30,"July 8th, 2023",1,Donna C.,sitejabber
"I ordered through uber eats and it did not go through. They canceled the order and still they charged my card over 40.00 dollars, three days later. I was under the impression that it all canceled until it hit my card. I contacted them right away. They told me it was to late and to bad. You have only have 48 hours to contact them. But it was 3 days when my card was charged. This company is a scam.if I did not have to issue a star, I wouldn't at all.","August 1st, 2023",1,Jane D.,sitejabber
"We ordered food and the app said the delivery charge was zero but after we placed our order and looked at the receipt we were charged 6.49. I messaged with customer service and called them. They will not refund your money unless you have a screen shot. They claim that the zero price was for people who signed up for their special rates. There was no other charge showing.
Service
Show less","September 3rd, 2022",1,Lisa R.,sitejabber
"I ordered food, Uber eats delivered with missing items and was late. They did nothing for me. The driver did nothing. The restaurant (Applebee's) manager did nothing.

Uber never followed up after saying they would and I was unable to get in touch with anyone after that because their app sucks. Never ordering from them again. Pick up your own food - other business owners are honest.

DISHONEST UBER EATS company only wants your money and doesn't care about their customers!
Service
Value
Shipping
Returns
Quality
Show less","August 19th, 2023",1,Stella S.,sitejabber
"I've had so many problems over and over again with ubereats I finally said enough was enough,but like a certain fabulous resteraunt I caved once more.i ordered they shot up a window saying bundle no extra charge,so I thought we that solve another problem.no they didn't bundle after offering and charged me a extra $20. For a med.soda& 12 pk coke,for 1.5 mile s away.besides the 30 for my meal.im never ordering thru them again.it was and has been for last almost 3 yrs the very worst service ever recieved.try at ur own risk
Service
Value
Show less","September 17th, 2023",1,Lisa R.,sitejabber
"The food came back unsealed and half empty so they asked me to describe the issue. I did, there was no mandatory option to upload any pic so I haven't taken any pic. 10 hours later they came back and asked for pic. Honestly who would keep unsafe food out in open. I didn't expect them to ask evidence, I didn't even ask for refund, I just gave the feedback on how it was delivered.
Service
Value
Returns
Quality
Show less","September 1st, 2022",1,Gayatri P.,sitejabber
"Uber Eats charged me for an order I didn't receive. There was a problem with the app, so when it wasn't delivered, I didn't care. I ordered from the other delivery service. Just checked my monthly credit card bills and saw I was charged for something I didn't receive. UberEats will not refund becaue it's more than 48 hours. Total BS. They charged me for something I didn't receive. They should give me my money back. It's that simple. Talked to 2 service reps who were totally rude and disprespectful and basically said FU - sue us.
Tip for consumers:
Service is terrible.
Service
Value
Returns
Quality
Show less","September 3rd, 2023",1,Scott E.,sitejabber
"I ordered fish with mashed potatoes, I got fish with fries, I ordered tartar sauce, didn't get it. I ordered a salad, didn't get it. I ordered cheesecake, got carrot cake. Like I said, I paid $42.00,they are refunding me $14.00 and basically a, "" move along text"". I will not order from them again. I knew there was a reason I haven't ordered from them in awhile, I guess I forgot how they bad they were. Never again.","July 12th, 2023",1,Kimberly S.,sitejabber
Driver never came to my address I have a ring camera to prove she never came to my door to deliver my food. It is a lesson for me I will never use Uber eats again. I don't have to lie about food. She took a picture of the food not the door with the door letter on it. I piss cause that was my grandson dinner and I paid for it and they wouldn't issue me a refund.,"July 31st, 2023",1,Anette C.,sitejabber
"I am a small business owner where the service of Uber Eats is provided, they cancelled my account at the end of July 2022 and still owe me money, I have emailed them and even called their customer service number and no one gives you a straight answer. If you are a hard working person that wakes up to run your business be careful with them. They leave you hanging, no professionalism a lack of respect towards their customers.
Tip for consumers:
Be aware Retailers using Uber Eats
Products used:
SERVICE
Service
Value
Shipping
Returns
Quality
Show less","August 10th, 2022",1,HEIDI A.,sitejabber
"Terrible service. It's impossible to get in touch with anyone. Their app states that you could use the phone icon to call your driver... But it's nowhere to be seen. Also, once, they changed my delivery address and I couldn't reverse it. Horrible. Last order via their app for me today.
Service
Quality
Show less","April 3rd, 2021",1,Joel D.,sitejabber
"I had a porno that was $25 off order with $1 minimum purchase. I ordered one chicken sandwich and two small orders of red beans and rice from Popeyes chicken... Total order was under $15. When I went to compete my order I was only charged $4 and some change. My order came on time it was fresh and hot. But something told me to check my transactions on my card. These guys charged me $21 and some change! Will never order from Uber Eats again! And of course there's nobody to call and speak to about the issue!
Show less","September 6th, 2023",1,Chellsy C.,sitejabber
"NO Phone support. TIME Consuming. Very Buggy both on app and PC... Tried many times to make the same order and this it is frustrating ""Something went wrong"". While the app suddenly decided to go through after the 5th time the app/pc version does not know what it wants... I insert payment method 50% it declines or gives errors.

The first issue I had a weeks back, ordering asian restaurant. A popup for $20 discount was offered, but when got to the end of the cart to order, it said it cant be used? So I decided just to get something locally. Why do you offer something and revert back from it, I find this practice unfair. Was told from CS they sorry to hear and its not how business should be. But there was no resolution.

Secondly. Beware when making orders. Most recently July 7 2021: Went to the 7-11 on Amsterdam ave to pick up items (the order is completed. On the uber eats receipt). I waited 30 minutes just to be told to come back in 2 more hours. I also value my time, l; im not too happy with the whole entire system and unable to communication with merchant directly either. Was not able to reach them by phone either. On top of this the whole order was not fulfilled properly and incomplete. No alternative item or communication was offered. Only ""out of stock, no replacement"" on item receipt thats it! The lost of $5 credit in this case, from the 1 time use voucher with no prior notification.

For this current order I was told to come back in 2 hours to get the order. The pc and app seem to have issues (possible bugs and or missing features) that need to be fixed by a technical team) ordering (this was a hassle just to get this order through). I asked to speak to supervisor? The biggest letdown is lack of compensation from Ubereats; so I plan to switch elsewhere
Tip for consumers:
Beware when ordering, buggy on both site and pc. Little to no refunds, exchanges, or communication on incomplete orders. Use other services if problem persists. Customer service is a lackluster.
Show less","July 7th, 2021",1,Dave S.,sitejabber
"I placed an order online which I thought did not go through. So I placed an order again. The first order went through so I immediately cancelled the second order. But to my disappointment, I was charged a $29 cancellation fee since the restaurant supposedly already started my order. I called the restaurant and they it is Uber Eats who charged the cancellation fee. I reported Uber Eats to the BBB and they would not resolve my refund. So they ripped me off for $29.

Do not use Uber Eats!
Service
Value
Quality
Show less","August 16th, 2023",1,Debbie M.,sitejabber
"When a restaurant fails, Uber refuses to refund. When ordering from some merchants the prices jump from how they are listed to a much higher cost at checkout. They raise the price of the items from what they cost in-store. The support is rude and useless. Missing items are common. Some drivers cannot find an address. It is very hard to understand the call takers when calling support.","September 9th, 2023",1,Michelle R.,sitejabber
"Half of my order came missing and when I came to call them they didn't answer.
No drinks knowing I ordered 4 (555ml) beverages nothing came with it and the food came tasteless, cold, and the yoghurt & Hot sauce were mixed together which made me vomit.
Never Order again!
$#*! you! You ruined my day.
Give me my money back!
Tip for consumers:
DO NOT ORDER FROM UBEREATS !!!!
Show less","August 16th, 2022",1,Hala J.,sitejabber
Tried ordering food multiple times said payment failed when I have money in my account. Waste of time and effort. Uber needs to get their stuff together,"November 13th, 2020",1,Taylor L.,sitejabber
"I'm seriously not being racist but what point is there to give delivery instructions when the drivers don't understand English?!?
This happens EVERY TIME I order from my favorite restaurant. I'm choosing Postmates next because I'm tired this.
Service
Value
Shipping
Returns
Quality
Show less","September 18th, 2023",1,Tisha C.,sitejabber
Driver pulled up in parking lot took a picture of building and drove away said it was delivered what bunch of crap they won't refund or deliver,"March 13th, 2023",1,Ronald P.,sitejabber
I ordered from Qdoba because uber eats said delivery would be free if I spent a certain amount. Come to find out that was not and I was charged full price. Didn't realize it until order was placed. Canceled immediately and was still charged $40! Customer service is a joke! They claim its in their policy and can't refund my money. Never again will I use Uber Eats. Stay away! Scam artists.,"September 23rd, 2022",1,Amanda R.,sitejabber
"They have a predatory cancellation fee policy. If you don't cancel within literally 5 seconds of placing the order, UberEats will charge you the full price of the order when you try to cancel. Also beware that the system for cancelling an order is very unclear and it's easy to accidentally cancel the order and be charged full price. Why would anyone, ever, want to cancel an order and be charged the full price? It makes no sense. The only logical explanation is greed. UberEats is the pits.
Tip for consumers:
Just a garbage, predatory service with ZERO human customer support.
Products used:
I tried to order food through ubereats, wanted to modify my order, was told to cancel, and they tried to charge my credit card for the full price of the meal.
Service
Value
Shipping
Returns
Quality
Show less","May 31st, 2023",1,Eric P.,sitejabber
"I live in a small town, have tried them for the third time which will be the last... ordered a simple hot sandwich and fries. Took well over an hour to be delivered and the driver told me to contact customer support as she didn't agree with the long delivery time. So called them and they told me that my order was on time even though it was an hour late and even the drives first words out of her mouth was I'm so sorry please call customer service. But they refused to do anything about it. Will NEVER be using them again. VERY BAD CUSTOMER SERVICE. I would highly suggest keeping to DOORDASH!
Service
Value
Shipping
Returns
Quality
Show less","May 28th, 2023",1,Laura G.,sitejabber
"Not that I like any of the food delivery apps as they are ripping off customers with their myriad opaque fees. However, I have found that Uber Eats is worse. Not for opaque fees so much but in the delivery process itself. Since it's an Uber driver who will be delivering the food oftentimes the driver makes at least one stop before delivering our food. Thus, it's a pain if one is in a hurry to eat and worse the food is oftentimes lukewarm when it's delivered due to their additional stops.
Service
Value
Quality
Show less","September 10th, 2023",1,CHERYL L.,sitejabber
"Worst service ever, eSpecially late night. I waited for three different t people to deliver my food and food never got delivered. Terrible service=terrible company","October 1st, 2023",1,Pablo M.,sitejabber
"Please close them down such a horrible company. Rude and bad customer service.
They don't take your issues seriously they dismiss you straight away and no refunds ever given.","March 13th, 2020",1,courtney w.,sitejabber
"I 100% agree that company is a wreck and do not care at all about customers. Their app is old and not functional and they don't care if you do not have your refund. You cannot reach nobody for help. I will take off their application right away. One advice: run away from them!
Tip for consumers:
Get away from them!
Products used:
Ordering a pizza
Service
Value
Returns
Quality
Show less","September 28th, 2022",1,Christiane L.,sitejabber
"A Uber driver dropped my food off in front of my store, snapped a photo, picked it up, and then drove away. I even have video of him doing it. Once before that I paid extra for quick delivery, and he was extremely late. The previous time they left items and my drinks behind at the store. I give up on Uber!
Products used:
Never use Uber eats again’
Value
Shipping
Returns
Quality
Show less","September 13th, 2023",1,Mrs. B.,sitejabber
"Ubereats is a service no one should use. Its drivers are rude and crude. Delivery from Curry house in Epping was all botched and splashed. They have no number you can contact them on for such issues. They partner with food places that are crappy as the food place just kept blaming the driver, I am expecting Uber eats to refund the full sum of $57 for the food and delivery immediately. Ubereats runs a scam deliver service. I have given them 1 rating but they actually deserve 0 rating. Both Curry House and Ubereats were rude and kept passing the blame. Order no B0220
Kay
Show less","August 19th, 2022",1,Kay M.,sitejabber
"Kristin B was supposed to deliver my food, in Scottsdale, AZ, and it never showed up. I actually ordered twice from the same location and received the first order. The second order was never delivered nor was it returned to the store. I received a message that she was lost. Then she called me and asked if I was in the mountain. I live 3.2 miles from the restaurant and she blamed Uber seats for sending her the wrong direction. The restaurant is now refunding both my orders and I have no food for myself. I am diabetic as well. Just don't do it. Not worth it.
Service
Value
Quality
Show less","September 2nd, 2023",1,Doreen B.,sitejabber
"Our food was left on the first step. We did not know for 30 mins. Zero communication. I asked for door mtg del. Last time we did bus w u. U left the food on the back porch in the rain. We picked it up and it fell out of the bag all over the patio. There is never a text that food is arrived. I want my money back and you can be assured we will not make the same mistake.
Service
Value
Quality
Show less","May 13th, 2023",1,Cynthia C.,sitejabber
"Eats has a scam stating you only have 48 hours to report a duplicate or billing issue otherwise they will send you the following email. Even if Uber site shows an order was cancelled and you were still billed, Eats will not even review your case because of the 48 hour rule.","July 14th, 2022",1,Ron S.,sitejabber
Idk how anyone can use such an unreliable company. I placed an order 4 whole hours in advance and they still managed to not be able to deliver the food when I spoke to the driver who said he was at the spot picking up the food…insane that this company is still in business. I'll keep my cash but thanks…deleted this account as well.,"September 2nd, 2022",1,D T.,sitejabber
"I am so dissatisfied with Ubers eats and fire house on******* FM 1960 west yesterday I order fire house my total was 54.40 cancelled my order right after I submitted my order because I noticed the address it was the same but Instead of San Antonio it was Houston I canceled asap not even 5 minutes. I thought I was going to get my refund by today when I asked Uber eats for my refund they told me that they were not able to issue a refund because fair house had already received my order. Again I have my notification of the cancellation made right away. Uber eats sucks same with fire house.
Products used:
Nothing I cancelled my order because Uber didn’t allowed me to change my address
Show less","May 22nd, 2023",1,Teresa V.,sitejabber
"I've ordered with Uber eats a few times and almost every experience has been awful. The prices are ridiculously upcgarged, the deliveries are extremely slow, and the customer service is the worst I've ever experienced. Just tonight I was missing some items from my order, so I contacted support and told them about my issue. They responded with the most non-human response they could have ""I'm sorry but this order isn't eligible for a refund"". I wasn't looking for a full refund, I just wanted the money back from what I didn't receive. I tried contacting them again 3 more times and they basically gave me the same answer each time and closed the conversation right after they sent their message. 0/10 in every category I can imagine. Definitely would stay away from Uber eats.
Tip for consumers:
Hopefully this review reaches as many people as possible before this company has the chance to steal more money from their customers
Products used:
Restaurants/food and their customer service
Service
Value
Returns
Quality
Show less","September 2nd, 2023",1,Jonathan M.,sitejabber
"A tip of 20% was added to the bill without me selecting this option as I always prefer to tip the courier directly. The system froze during the order and the receipt was sent to me 2 hrs AFTER the money was already transferred. Customer service told me that I should have contacted them before the money was transferred and that I shouldn't have selected the option to tip 20%, which just to be clear, I did not do.

$#*! service. Not ordering again.
Service
Value
Shipping
Returns
Quality
Show less","October 2nd, 2021",1,A B.,sitejabber
"Horrible service. Don't use. They won't help if you have an error. You will end up being charged even if the driver was qt fault
Service
Value
Shipping
Returns
Show less","June 7th, 2022",1,Truthy G.,sitejabber
