review,date,stars,name,source
"I say proceed with caution when using uber eats, as I will tell that they are most definitely with evidence support running a scam operation. The support that comes after customer doesn't exist, I don't even think they know what support means as there ""support"" is a shame, can't provide a sufficient aswner and drive you so far up the wall that you want to climb through the phone and shove there phone up there ass. Don't expect compensation, don't even call. Food took an eternity to arrive and it was cold and missing a few pieces, probebly eaten by some rat who got hungry while waiting for someone to come collect the order. Avoid at all cost but if your risk taker then proceed with caution.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Thomas Lincoln,Trust Pilot
Don’t trust this companyReceived message that the delivery arrived and was told it was left at the main entrance of our building. We went down immediately but the delivery was not there. The delivery man never buzz the doorbell or call us.Contacted Uber eats and they claimed the delivery guy waited and was not able to get hold of us and will not refund!Lying!! Never trust this company again.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,HE,Trust Pilot
Shocking service. Order was 2 hours late. Driver blocked number. Tried contacting uber help. Was told they don't see my account. Sorry. End chat. Disgusting pathetic service. Will never use them again.  Have also left  scathing review on Hello Peter.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,pierre nel,Trust Pilot
"On the 27th of October I placed an order as an Uber One member (9EAB0). Part of the food that arrived was inedible and I filed a complaint asking that I could review the restaurant. Their first customer service rep offered a full refund. I waited a couple of weeks, contacted their support on a number of occasions pointing out offered refund had not been issued but to no avail. I then disputed the payment through my bank provider providing relevant proof to my claims and of course got the refund. There is now a pending unsolved payment on my Uber account and I am not allowed to use their services unless I pay that sum. Last year I spent around 2,600£ on Uber and had never before been a fussy client. 1 star and Deliveroo from now on.","Date of experience: October 27, 2023",Rated 1 out of 5 stars,NE,Trust Pilot
"Incompetent drivers that don't even speak English properly or do a crap job because you don't tip.. when the drop off is literally 3 minutes away but I am just lazy so I pay (plus I can't take a shopping cart home anymore)They will deny refunds even if you have proof and will act like you're a thief even after spending 3-4 yearly income worth on them.Last time I got GROUND PORK which is cheaper and I don't eat for LEAN GROUND BEEF that costs MORE but was denied my refund and no store credit... the best part is to this day 4 REVISED receipts still claim I PAID FOR GROUND BEEF but somehow the driver took GROUND PORK through the checkout?It's almost as if UberEats drivers can swap items/add to your cart and eat it themselves as they also don't answer so when checkout total is one price then just $4-17 out of nowhere and they have no explanation except ""in store prices may change"" but I DO SHOP IN PERSON?Pathetic and InstaCart is no better either","Date of experience: January 21, 2024",Rated 1 out of 5 stars,Eric Balze,Trust Pilot
"Ubereats - you pay for food you never receive AND food you’ve never ordered. Plus they have awful customer service and refuse refund claims. First of all the restaurant they offer (Honest Burger) are a bunch of scammers. There’s always something missing from the order. When you do the food delivery and don’t have the item you order, you can’t just go to the store and claim they send you to Ubereats. Not only that but you are left with no food. You’re charged for nothing and Uber REFUSED to give me a refund. That’s a scam. And the attitude of the uber agent I contacted was also disgusting and very defensive rather than being compassionate. Avoid at all cost.","Date of experience: January 19, 2024",Rated 1 out of 5 stars,Salty Dog,Trust Pilot
"Would have given 0 stars if able as food was 1 hr late even after paying for priority delivery from Pepe’s piri piri Oldham , the order was inedible and allergy ingredients still added even though requested removed. When rang customer support agent was rude and kept raising his voice and when asked to stop kept getting louder . I would not recommend Uber eats as there customer support is terrible .","Date of experience: January 20, 2024",Rated 1 out of 5 stars,MI,Trust Pilot
This company is a disgrace.Ordered food from McDonald’s and our growing concern brought us to phoning McDonald’s them self to be told that the food had left them an hour before contacting Uber eats. After a 45 minute phone call we were told that cancelling the order would still be chargeable. I demanded a manager to confirm this was the correct way they treat paying customers and was told there was no manager available. The company changed the estimated delivery time 5 times to keep the order processing so a refund won’t be possible during the phone call.Avoid by all costs.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,JO,Trust Pilot
"They keep sending me emails with a promo, let me pick my food, add it to my cart, apply the promo, then I pay and it says they cant apply the promo I picked even though it shows as available. Then they almost immediately send me another email saying dont lose your promo, so I do it all again, only to have the same thing happen. I think it's a scam so people will take the time and effort to order the food and anticipate it, then at the last minute,  the promo fails, so they'll order it anyway at full price. So disappointing they keep luring me in with the promise of a discount. Which They automatically apply- then say it's no good. I have complained before via chat and they basically were like sorry,  not sorry. You'd think I'd learn, but I keep getting sucked in by their emails saying 'hurry- don't lose this deal'.","Date of experience: January 20, 2024",Rated 2 out of 5 stars,Kristi,Trust Pilot
"Service is not consistent. Last time I made sure to include a comment telling the driver to meet me outside because it will be hard to find exactly where my unit is. I included both an English and Spanish version of the instructions in case they had difficulty understanding English, which has happened before. I told them that I would wear a bright pink jacket and would wait for them outside, and everything was completed smoothly. This time, I enter the same instructions and indicated that I would wait for them outside in a bright blue jacket. I see the timer count down to 2 minutes, and the wait time climbs up and down again and again. Eventually, I see a missed call from what seems like the driver and I call them back. They mumble this and that, and I hear them say something like ""2 minutes, sorry"". Before I know it, a couple more minutes pass, and then my order gets cancelled....and it's not even a full refund.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,SH,Trust Pilot
"I wish I could give zero stars. This is the second time that they completely messed up my order. no matter what you order be prepared to get something else and then you have to pay and stick with it. Customer service is rude and it’s ridiculous to even call this a customer service.The whole thing is a big annoying joke. No matter if you order food, which will probably end up somewhere in the neighborhood, or if you order groceries from a store, you won’t get what you order. Nobody cares if you get 30 bananas instead of 3 and then customer service tells you that this is OK and you can just stick with it and shut up, Save time, money, and your nerves and delete the app. This is the worst service ever.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Singer,Trust Pilot
"I want to start a petition to boycott uber eats. Experience on more than one occasion has been dreadful, to top it off, the customer service helpline.. sorry ‘customer service specialists’ is horrendous. Ordered a meal through the McDonald’s app, delivery driver claimed he was outside our address, he wasn’t. My partner sent screenshots of the drive way and street to show him where we were but he had driven so far up the estate and just refused to turn around. Claimed he was outside, and said ‘come collect the food’ - this is during a phone call with my partner to which my partner said ‘you aren’t outside my house, I’ve been standing outside, in the rain waiting for you’. Driver hung up on him, marked the meal as delivered and then…drove past our house to leave the estate!!. Called the ‘specialists’ waited on hold for 20 minutes to be told that ‘because it has been marked as delivered and the driver attempted contact, no refund can be issued’. No wonder they make so much money. I will not use uber eats for the rest of my days, absolute joke.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Tarryn Bolland,Trust Pilot
giving a 1 star because I can't give zero. 4 out of my 5 orders with them have been terrible. 3 of the orders have been cancelled by uber over 1.5 hours after order was placed. no explanation provided. My lesson has finally been learnt. never again.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,GE,Trust Pilot
I would like to give 0 but there is not this company shouldn’t be on the market. Don’t order from them please if you have kids everything cold sending drivers to 2 different places. Shambolic.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,D_,Trust Pilot
Thieves steal from you somewhere after the shop has bagged the stuff and before it gets to you NEVER use them. My thief was called Mohammed Ghalib A. Bag was tampered with. The shop has cctv showing it left them !!!!!,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,JW,Trust Pilot
The website does not let you cancel the order even immediately after placing it.It says contact the merchant and merchant which was Moka restaurant in  Northwood said do it through app. Both businesses had no idea unfortunately.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,SJ,Trust Pilot
"Ordered McDonalds through their app. Driver said he could not park - I said I was not able to come down as I was not dressed to go outdoors at that time. He said he would try and park; next thing I know is I get a message saying my order had been delivered. I had received nothing. Tried calling customer service; they were unhelpful as ""all protocols had been followed"". They refused to refund.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Steve Brittain,Trust Pilot
"Would have given 0 stars if able as food was 1 hr late even after paying for priority delivery from Pepe’s piri piri Oldham , the order was inedible and allergy ingredients still added even though requested removed. When rang customer support agent was rude and kept raising his voice and when asked to stop kept getting louder . I would not recommend Uber eats as there customer support is terrible .","Date of experience: January 20, 2024",Rated 1 out of 5 stars,MI,Trust Pilot
Don’t trust this companyReceived message that the delivery arrived and was told it was left at the main entrance of our building. We went down immediately but the delivery was not there. The delivery man never buzz the doorbell or call us.Contacted Uber eats and they claimed the delivery guy waited and was not able to get hold of us and will not refund!Lying!! Never trust this company again.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,HE,Trust Pilot
"Ordered food from y’all. You have to f***ing go online to f***ing find the account number just to call y’all for customer service I ordered McDonald’s. My food was cold and came late. The s*** was sloppy in the bag. I asked the lady if she needed me to send her a picture she said no and only gave me $15 of my money that I spent with them Really pissed up really upset I actually called y’all services. No one picked the phone up and when they did pick the phone up, I said on the phone for almost 20 minutes waiting for somebody to respond to me while I was screaming and then when I called back again again, nice lady answer the phone and she help me out. I gave my little $15 or whatever but like I spent way more than that and f*** y’all services again I will be deleting the app.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Georgejetta Johnson,Trust Pilot
Avoid using them.They won't issue refunds for incomplete orders if you have had refunds in the past.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,CU,Trust Pilot
Received a bag of food that was from completely the wrong restaurant. Contacted chat support who said I'd be refunded. No refund received in over 2 weeks. Disgraceful customer service.,"Date of experience: January 04, 2024",Rated 1 out of 5 stars,SC,Trust Pilot
"I have used Uber Eats less than a handful of times, but each time I have had trouble with a promo code being applied. It appears to be applied right up until the point of payment and then  they take the full payment without discount applied. No sign of the discount on the order confirmation. This must be a regular occurrence for them as  one of their support options is'promo not applied '. You'd think they'd be great at resolving such issues due to this, but it is an extremely stressful process. Firstly, they apparently cannot see details of your order until it is delivered so won't do anything until then. Even when you do raise the problem and provide full details they dont read properly and send you back guidance on applying a promo code to a new order, automatically closing your ticket before giving you a chance to respond. Eventually I was given a 'goodwill' gesture of  refund to the amount of the discount that should have been applied but advised I was lucky to get this as it is outside their normal procedure. I genuinely think these discounts are scams to lure people in before they rip you off at the full price then make you jump through hoops to try and claim the discount retrospectively. It's not a coincidence that this has happened to me every time I've applied a promo. I certainly will not risking this and using them again.","Date of experience: January 19, 2024",Rated 1 out of 5 stars,KA,Trust Pilot
"Uber eats have taken over delivering through the McDonald’s app. So anything missing or any problems you need to call Uber eats. However be warned if you have any items missing they will refund you however if you order again and have any items missing they will refuse you. Although it’s actually the McDonald’s that’s made the mistake you have to talk to Uber Eats. They inform you the couriers name and transport they will be using well the motorbike the courier arrived had no motor as it was a bicycle and the bag had hardly any insulation.So the food that should arrive complete, at least edible temperature ended up being missing items and had to heat the food ourselves.So we learnt our lesson the hard way! Both McDonald’s and Uber Eats are cheating people out of money. Best thing use the McDonald’s app but take that trip and pick it up.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,BR,Trust Pilot
"I say proceed with caution when using uber eats, as I will tell that they are most definitely with evidence support running a scam operation. The support that comes after customer doesn't exist, I don't even think they know what support means as there ""support"" is a shame, can't provide a sufficient aswner and drive you so far up the wall that you want to climb through the phone and shove there phone up there ass. Don't expect compensation, don't even call. Food took an eternity to arrive and it was cold and missing a few pieces, probebly eaten by some rat who got hungry while waiting for someone to come collect the order. Avoid at all cost but if your risk taker then proceed with caution.","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Thomas Lincoln,Trust Pilot
"Delivery drivers and customer service are ineffective. Even though customer service isn't very helpful and isn't going to help me with my order, if I do cancel, I will be charged £16.55 because the delivery drivers couldn't find the location, but only one out of four drivers could, so what does that say about the business","Date of experience: January 20, 2024",Rated 1 out of 5 stars,Kevin Shitmore,Trust Pilot
"On the 27th of October I placed an order as an Uber One member (9EAB0). Part of the food that arrived was inedible and I filed a complaint asking that I could review the restaurant. Their first customer service rep offered a full refund. I waited a couple of weeks, contacted their support on a number of occasions pointing out offered refund had not been issued but to no avail. I then disputed the payment through my bank provider providing relevant proof to my claims and of course got the refund. There is now a pending unsolved payment on my Uber account and I am not allowed to use their services unless I pay that sum. Last year I spent around 2,600£ on Uber and had never before been a fussy client. 1 star and Deliveroo from now on.","Date of experience: October 27, 2023",Rated 1 out of 5 stars,NE,Trust Pilot
Shocking service. Order was 2 hours late. Driver blocked number. Tried contacting uber help. Was told they don't see my account. Sorry. End chat. Disgusting pathetic service. Will never use them again.  Have also left  scathing review on Hello Peter.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,pierre nel,Trust Pilot
"I’m a regular user of Uber eats purely due to my disability , it’s easier to order stuff here,Todays experience was very shaking for myself and my young kids,Due to my disability I have a note on the door, claiming im disable and can’t get to the door,Normally I’ll call the driver and ask them when outside to call me and I can give them the code and they’ll put the order outside ,In this instance this persons phone was unreachable, when the person came he was banging on my door , very violently and as mentioned above it was a struggle getting to the door but due to being essential shop I made my way there (which took time as expected ) as I opened the door the man went full on ballistic on me , ‘why you no open the door’ why you have no bell’ literally on my face , I made it clear of the sign of my disability and how it said to reach me bearing in mind I had those big door knock things if you knock I can’t miss you but if you read the notice in front  of you , you know how to reach me ) I’ve called him and did show him again and called the phone which was unreachable , he said it was his wife’s and even the Uber account picture and name was a females not his .He was very aggressive   and startled me and my kids .I have put in an complain and defo won’t be using Uber eats, This man was very scary and aggressive , I felt so vulnerable and at that point I knew I wouldn’t be able to defend for myself and my kids ! how scary some people can be and knowing Ubereats haven’t done the relevant checks on this was worse as he’s clearly using  his wife’s account !I do not feel safe using this service and a fear this man will return to my home as I will take this further .","Date of experience: January 20, 2024",Rated 1 out of 5 stars,MA,Trust Pilot
Ubereats are worst compared to just eat and deliveroo. My food did not arrive I was waiting at the door and then they sent a picture if a door down the Road stating they waited but no one opened the door. They refused to give a refund after numerous time explaining that this was not my property. I would request that you do not order through them as they are Robbing people. I requested call backs and complaints procedure and no response was received to this.,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,RB,Trust Pilot
Snakey rapey s***c**ts. I hate ya. Pay more to your riders you parasitic scumbags,"Date of experience: January 20, 2024",Rated 1 out of 5 stars,Bert Ross,Trust Pilot
"I have ordered a McDonald’s through McDonald’s app and in one of my milkshakes, there was a large piece of plastic wrapping. I tried to complain through McDonald’s app as it is a McDonald’s issue not uber eats and it gave me the number to ring Uber eats which I find bizarre. I’ve tried calling but as of yet and I’m unable to get through to discuss the issue and I have called numerous times. Customer service seems to be non-existent. I won’t be ordering again.","Date of experience: January 19, 2024",Rated 3 out of 5 stars,Joanne Hensleigh,Trust Pilot
"The delivery driver contacted me initially via uber eats chat. The message was ""Hi"". I replied within a couple minutes, which the driver completely ignored. I gave him a few minutes to see my message, but I started to see him on the map rolling away, so I started texting him again. After another couple minutes, my order was marked as delivered. Since I was charged for it, I straight away started claiming a refund. Uber eats claims, that the driver acted as procedure, he spent enough time on my address, and made a SOLID attempt to get in contact with me. This is an absolute joke.I don't think I have to point out, I did not get a refund.Never ordering anything again. Avoid this company.","Date of experience: January 06, 2024",Rated 1 out of 5 stars,GV,Trust Pilot
"Contacted Uber eats online for a refund after driver blatantly stole half my order in front of me to be informed I don’t have any past orders, bigger charlatans than the McDonald’s franchise the order was with, no trust anymore in any of you, absolutely disgusting and frightening immigrant couriers you don’t want at your door AVOID AT ALL COSTS","Date of experience: January 19, 2024",Rated 1 out of 5 stars,MT,Trust Pilot
Avoid ordering from this company they will make you wait and keep changing the delivery time and then when you finally get tired of waiting and cancel they absolutely refuse to refund you.  They need to be shut downfor stealing from people .,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,DH,Trust Pilot
"If I could give zero stars, I would.Driver pulled into the car park of my block of flats, then just turned around absconding with my order, never to be seen again!Other half was waiting outside for him, just so he wouldn't have to walk up four flights of stairs, but was ignored. Now we have to wait 15 days for a refund!Avoid at all costs!","Date of experience: January 19, 2024",Rated 1 out of 5 stars,Kelly H,Trust Pilot
Food was missing. A battle to get a refund for my missing items. Family meal ruined and all Uber customer services can say is rate my experience. Customer services is a joke,"Date of experience: January 16, 2024",Rated 1 out of 5 stars,KJ,Trust Pilot
Scam!!! Never use it again.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,Sikha Pillai,Trust Pilot
The first time my order (food for the whole family) never arrived. the second time the driver got lost. today it looked like he fought with the pizzas and step on them before delivering them. of course he blamed the restaurant. I would highly avoid using this company.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,LA,Trust Pilot
I ordered some groceries from Waitrose and the order turned up with 5 missing items. No notification was given and I would have ordered something else if I was told. A waste of time.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,OJ,Trust Pilot
Scammers. Stay away will steal your money,"Date of experience: January 18, 2024",Rated 1 out of 5 stars,SA,Trust Pilot
Utter rubbish! They won’t be around for long !,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,MA,Trust Pilot
"Ordered from McDonald’s Lee burn east Kilbride spend almost £30 and the Uber eats driver VIOREL EDUARDO B didn’t deliver my order tried phoning the guy and he blocked my number, called Uber eats no answer so we don’t get our order and this isn’t the first time it’s happened. I will not be using Uber eats again and I think this is a terrible company and its drivers are useless. I will be telling everyone I know not to use this service again the customer service 0/10 and the drivers 0/10 and service 0/10 .","Date of experience: January 19, 2024",Rated 1 out of 5 stars,Audrey Barr,Trust Pilot
Does not even deserve a 1 star! But there was no other option. Ordered from wildwood money came straight out but no delivery order nothing. No food came so rang restaurant twice and they said the food was on the side waiting but no drivers!! I’m the end 3 hours later I had to go and collect it myself!! Fuming and will never use again!,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,JM,Trust Pilot
"Disrespectful delivery drivers and help staff. Refused to give me a refund as driver “followed their policy” Driver Supposedly “Delivered” to myself but I didn’t get anything. Gave the address of where I was, but they delivered to another location 5-7 minutes down the road! Telling them I was pregnant, didn’t drive to work because of being 8 months and doing your last week of work before MAT leave begins. Didn’t care, just got blame with 2 different excuses -1. I must have had my notifications turned off on the app.. which I didn’t - how did I know to contact the driver at 14:32 when it was to be estimated for 14:25 (but still not with me) driver waited 7 minutes after declaring they were unable to find address to then message me on the app (their policy - may I add says they wait 7 minutes and contact you at time of arrival to destination, before marking as delivered even if it isn’t) the policy is not to message a customer 7 minutes after waiting and not contacting them to say they can’t find address and that the road says “road closed” when he was nowhere near the input address. Marks it as delivered anyway..2. The other blame was to say to check my address is correct before submitting order - which I did- my address was correct. I proved this by sending a screenshot of both the chat and location of where I was, and where drive was when marking it completed. Showed the address I put in and the one where he delivered to..After requesting a refund, I was told I’m not eligible with those excuses, so I asked for a manager and then when this happens.. the operator “Ali” blocked me from using Uber eats completely.no longer able to contact the help desk or use the app to order food. I did nothing wrong, showed evidence it was the driver who went to the wrong address, that wasn’t given and then how he was rude about not being able to it, to then get treated with the upmost disrespectful “help desk operator”. I paid £16 for a single Mc Donald’s select meal including delivery and service.. and to then not get one of the most expensive meals I’ve ever got from Mc Donald’s, it’s a joke! I am disgusted and would not recommend using this company for any food orders. It’s almost/ is fraud as I’ve seen this same comments and reviews similarly made my other customers for this company. Utterly unprofessional!","Date of experience: January 19, 2024",Rated 1 out of 5 stars,AB,Trust Pilot
Poor customer service ordered from one stop on Uber eats ordered 2 meal deals and 2 monster energy drinks only 1 meal deal turned up showed photo proof and still could not get a refund avoid Uber eats and use just eat instead because if there’s something wrong with ur order Uber eats don’t care they have your money that’s all that matters they don’t give out refunds even tho ur spending ur hard earned money for items that don’t turn up another scam company who care only for there selfs and don’t care about there customers at all,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,AA,Trust Pilot
"Uber Eats was running an offer through Poke Company for a BOGO deal, buy one get one bowl free. I ordered two, the discount showed up for me in my cart, I placed the order, it charged me full price. I called customer service and spoke to numerous people, none of whom were helpful and they refused to refund or let me even speak to a supervisor. Their terms of offers and promos are very confusing--if you plan to use either of these options, read the fine print. Even then, it could apparently still show up in your cart with the offer and then you'll be fully charged anyway. Never again. Doordash's customer service is much better and they actually listen to you.","Date of experience: January 19, 2024",Rated 1 out of 5 stars,AB,Trust Pilot
Very bad 👎👎👎👎👎 👎👎👎👎👎👎I’ve never received my order. I asked for my refund. They’re issued a receipt that they’ve done the refund. I emailed them as I haven’t still received the refund. They said it’s too late to contact them now and should have contacted them within 48 hours of the order which I did. I said I did and advised them to check all the previous correspondence emails. They are hopeless and I’ve found out that they are notoriously don’t refund their customers.,"Date of experience: January 03, 2024",Rated 1 out of 5 stars,Inaam Mohammed,Trust Pilot
"I came upon a promotion to shop $70+ on groceries and get 50% back. I placed an order and the promotion was applied at checkout. The product is delivered and I see I was charged full amount. I go in app and see the promotion has disappeared. I reach out to customer service via chat and I was told if I am not able to provide a picture of the promotion, nothing can be done. How fraudulent can you get. Uber eats put up a promotion and is asking me for proof the the promotion I claim I got. Can they not check my order placement and see the applied promotion. Without photos they will not refund me my money. THIS IS FIRST CLASS FRAUD. UBER EATS","Date of experience: January 19, 2024",Rated 1 out of 5 stars,Ijeoma Oyakhilome,Trust Pilot
"Spent £39 on my birthday and the delivery man didn’t come to my door or call me. His proof of delivery photo shows he was on a different road. Uber are refusing to refund my £39, refusing to send me official complaints channels and refusing to explain why I can’t have my money back. I have used Uber since the earliest days in London, and this is the way I’ve been treated. £39 down on my birthday for food I didn’t eat, for a driver who didn’t call or even knock on my door one time. If it was my fault the order was missed then fair enough, but proof of delivery shows he wasn’t at my address. In this economy with all the money Uber makes, it’s horrible they’ve done this. Letting everyone know.","Date of experience: January 15, 2024",Rated 1 out of 5 stars,CW,Trust Pilot
I have been billed 2 items that didn't arrive and I placed order 17:19 it arrived just after 7pm - shocking service - considering shop less than 10 minutes away.,"Date of experience: January 19, 2024",Rated 2 out of 5 stars,EW,Trust Pilot
This company is a disgrace.Ordered food from McDonald’s and our growing concern brought us to phoning McDonald’s them self to be told that the food had left them an hour before contacting Uber eats. After a 45 minute phone call we were told that cancelling the order would still be chargeable. I demanded a manager to confirm this was the correct way they treat paying customers and was told there was no manager available. The company changed the estimated delivery time 5 times to keep the order processing so a refund won’t be possible during the phone call.Avoid by all costs.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,JO,Trust Pilot
"Unfortunately you don’t have less than 1 star ratings, but you should! Everytime I order a McDonald’s from the Stroud branch, it’s always stone cold and no sauces that I have asked for!! Sort it out before £3.99 delivery charge for disgusting food is not on","Date of experience: January 19, 2024",Rated 1 out of 5 stars,JA,Trust Pilot
Well what can I say about uber eats if I could score you a big 0 I would ordered Mcdonald it was delivered on a push bike  bag was wet through and it was stone cold to the point it went straight in the bin but your customer service is the pits no refund all the dips was missing how the hell can you justify delivering food on a bike you might as well put a roller skates on a turtle so come on McDonald's stop them from doing it I so cross will not be using you again and sort your customer service out he was rude and then put phone done on me,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,DA,Trust Pilot
Very unreliable with the promotions/discounts.I had a 5€ discount which was applied at checkout but after submitting the order and paying it charged me full price without the discount.The fact that its imposible to contact support via the app or any other method says everything about this company.,"Date of experience: January 19, 2024",Rated 1 out of 5 stars,Oliver,Trust Pilot
"Uber eats Ok.  I am actually tired of all the wrong orderes being recieved.  As the issue should be with the individual merchant this complaint against Uber Eats is because they penalize customers when merchants gets something wrong.  To elaborate, recently, Jan 6, 2024 order placed and one item was not received, but rather a completely different item.  A picture was taken and sent to UE.  1- not only did they NOT respond within the 48 hrs but instead, 13 days later!, they said the food was picked up and no refund will be given. First, 13 days later is unacceptable.  Second, the order was NEVER picked up it was delivered.  Third, how dare you penalize the customer and let the merchant just get away with getting the order wrong.  This is wrong and flat out an unacceptable business model.  I assure you if you punish the merchant when appropriate like getting orders wrong, then I’m sure they will start reading the orders correctly.  Keep my money that you stole from me and other customers, Mr Merchant and Uber Eats.  I’m not in need of that, you are.  I am happy to continue to post everywhere I can about your flawed business and lack of respect for customers.  Go ahead and stand by your merchants when they continuously get orders wrong and ignore your customers.  Without customers there would be no need for merchants and Uber Eats.  Taking my business elsewhere.  Goodbye.","Date of experience: January 19, 2024",Rated 1 out of 5 stars,DD,Trust Pilot
